#chr1	x1	x2	chr2	y1	y2	P_val
chr1	186370000	186640000	chr1	186965000	187010000	2.9867364678106772e-09
chr1	187185000	187260000	chr1	187810000	187815000	0.008381306244021327
chr1	192430000	192525000	chr1	192600000	192635000	5.440003972332293e-18
chr1	192590000	192690000	chr1	192995000	193040000	0.004780730938205589
chr1	198060000	198140000	chr1	198350000	198375000	4.9093107579584556e-05
chr1	198450000	198565000	chr1	198665000	198710000	4.41266788515557e-08
chr1	198775000	198940000	chr1	199220000	199255000	0.008644359226155153
chr1	200225000	200380000	chr1	200465000	200510000	2.162099563489675e-19
chr1	200590000	200680000	chr1	200780000	200815000	4.312822939802082e-08
chr1	201515000	201620000	chr1	201680000	201725000	3.8086419402718e-05
chr1	201495000	201605000	chr1	201770000	201815000	1.1039773519733016e-05
chr1	201820000	201920000	chr1	201955000	201990000	1.7789732903285202e-09
chr1	201825000	202070000	chr1	202095000	202140000	1.710463899329093e-30
chr1	203030000	203095000	chr1	203205000	203220000	0.0003302756370362285
chr1	203460000	203625000	chr1	203680000	203725000	2.7516566435974874e-17
chr1	203805000	203930000	chr1	204110000	204155000	1.0881061108443669e-09
chr1	204110000	204235000	chr1	204345000	204380000	6.213367384852035e-09
chr1	205925000	206050000	chr1	206090000	206125000	2.487691508140756e-21
chr1	206180000	206240000	chr1	206375000	206380000	6.687024780366605e-06
chr1	206440000	206535000	chr1	206555000	206600000	6.518362789306537e-20
chr1	206690000	206845000	chr1	206900000	206925000	3.667575057162597e-11
chr1	207800000	207920000	chr1	207945000	207980000	5.735699406783679e-19
chr1	207975000	208120000	chr1	208225000	208270000	8.80469041594525e-08
chr1	210385000	210490000	chr1	211115000	211160000	2.007038897505462e-05
chr1	212060000	212145000	chr1	212270000	212305000	0.0002506734629611183
chr1	212730000	212870000	chr1	212975000	213030000	0.03551155837711875
chr1	214175000	214280000	chr1	214305000	214350000	2.1604524614186115e-11
chr1	214285000	214400000	chr1	214570000	214615000	0.0005005557965730042
chr1	214615000	214725000	chr1	215500000	215545000	0.00022998506976513967
chr1	220845000	220960000	chr1	221185000	221230000	6.29962751266554e-07
chr1	222720000	222840000	chr1	223060000	223105000	2.0412907164166548e-07
chr1	224625000	224730000	chr1	224835000	224870000	3.6383299224851566e-10
chr1	226595000	226705000	chr1	226810000	226855000	7.350853154975628e-12
chr1	228615000	228750000	chr1	229200000	229255000	3.502197769181899e-18
chr1	229590000	229750000	chr1	230290000	230335000	2.4113056110522375e-11
chr1	231205000	231375000	chr1	231580000	231625000	6.581769814025367e-11
chr1	233370000	233515000	chr1	233765000	233820000	5.092585510892489e-14
chr1	233330000	233450000	chr1	234050000	234085000	3.0116517086622555e-14
chr1	234080000	234230000	chr1	234295000	234340000	1.1847544249077542e-29
chr1	234715000	234785000	chr1	234835000	234840000	6.456120038075009e-05
chr1	234455000	234595000	chr1	235065000	235110000	1.219462218875087e-12
chr1	235150000	235290000	chr1	235395000	235440000	3.6729881222985155e-13
chr1	235715000	235865000	chr1	235950000	235985000	2.6980492129617628e-11
chr1	236110000	236195000	chr1	236255000	236290000	0.001988740117882964
chr1	241535000	241645000	chr1	241820000	241875000	0.017342841307139062
chr1	243000000	243155000	chr1	243305000	243350000	2.6975561691121844e-12
chr1	243695000	243795000	chr1	244250000	244285000	0.000747258510251783
chr1	244570000	244655000	chr1	244775000	244800000	7.214498257261586e-07
chr1	244565000	244875000	chr1	245020000	245065000	1.987220869054377e-15
chr1	245110000	245210000	chr1	245980000	246025000	0.04458772950231568
chr1	247330000	247430000	chr1	247460000	247505000	5.566288201899359e-08
chr1	247855000	247910000	chr1	248080000	248085000	0.004381583202110151
chr1	248615000	248720000	chr1	248795000	248830000	8.33272409731273e-22
chr2	375000	380000	chr2	520000	600000	3.27656590371645e-07
chr2	4750000	4785000	chr2	4830000	4965000	1.9174368616799743e-10
chr2	8860000	8895000	chr2	9065000	9160000	0.0024562576522577676
chr2	9130000	9165000	chr2	9335000	9455000	3.451551573046587e-08
chr2	9795000	9830000	chr2	9950000	10095000	1.6765614190260658e-20
chr2	10805000	10850000	chr2	11070000	11195000	4.335888851651895e-06
chr2	11215000	11250000	chr2	11345000	11455000	6.825027974446198e-05
chr2	20430000	20465000	chr2	20565000	20670000	4.657017927136314e-12
chr2	20635000	20680000	chr2	20945000	21060000	0.0033290924937964092
chr2	21535000	21550000	chr2	21775000	21905000	0.0032889493752848156
chr2	24385000	24430000	chr2	24790000	24990000	6.031824546397737e-08
chr2	24955000	25000000	chr2	25100000	25195000	0.00031971204963431526
chr2	25595000	25620000	chr2	25675000	25755000	0.02574312397235849
chr2	25965000	26020000	chr2	26080000	26190000	5.121620882792632e-06
chr2	26825000	26870000	chr2	26895000	27010000	2.526919768994525e-06
chr2	26940000	26985000	chr2	27020000	27115000	0.013191747773021952
chr2	27070000	27115000	chr2	27215000	27350000	4.565899234940566e-05
chr2	28545000	28600000	chr2	28770000	28955000	0.005742099845860212
chr2	28940000	28975000	chr2	29150000	29260000	8.017773835682191e-11
chr2	29905000	29950000	chr2	30005000	30120000	1.726826977576639e-06
chr2	33455000	33490000	chr2	33525000	33615000	1.937616231217372e-08
chr2	35340000	35365000	chr2	35415000	35700000	6.5715443710388204e-15
chr2	36340000	36375000	chr2	36615000	36705000	2.846614969024047e-05
chr2	37380000	37425000	chr2	37785000	37925000	1.3438254331282115e-41
chr2	38300000	38345000	chr2	38440000	38570000	7.486164615467027e-21
chr2	38560000	38615000	chr2	38650000	38770000	4.831671424614549e-15
chr2	39040000	39085000	chr2	39150000	39265000	3.5228778402422567e-08
chr2	40720000	40725000	chr2	40775000	40835000	6.9477147856245155e-09
chr2	41845000	41890000	chr2	42010000	42400000	7.619704861646863e-34
chr2	42070000	42115000	chr2	42215000	42380000	1.1577778497046525e-13
chr2	42480000	42515000	chr2	42620000	42735000	3.2814920958939275e-08
chr2	43110000	43145000	chr2	43480000	43575000	7.722110628117162e-07
chr2	44965000	44990000	chr2	45475000	45640000	7.302535148300471e-16
chr2	45625000	45670000	chr2	45755000	46005000	1.3447989263759644e-28
chr2	46435000	46490000	chr2	46575000	46715000	7.246913184974188e-08
chr2	46645000	46680000	chr2	46810000	46920000	0.0005040824802941411
chr2	48090000	48135000	chr2	48355000	48485000	1.5245162479056936e-16
chr2	48925000	48960000	chr2	49430000	49515000	0.004657670611797078
chr2	49560000	49595000	chr2	49635000	49770000	0.001384993065476533
chr2	50940000	50965000	chr2	51100000	51175000	0.03944196616773706
chr2	52090000	52115000	chr2	52240000	52365000	1.212622542940253e-11
chr2	52430000	52465000	chr2	52565000	52830000	3.993170396267776e-23
chr2	52615000	52640000	chr2	52740000	52820000	4.711619981598292e-05
chr2	54500000	54535000	chr2	54630000	54745000	9.91187104537083e-19
chr2	55700000	55745000	chr2	55950000	56185000	5.544258865191494e-21
chr2	56690000	56715000	chr2	56820000	57015000	8.101672494586101e-10
chr2	57895000	57930000	chr2	58010000	58225000	6.130570828519824e-06
chr2	59290000	59325000	chr2	59380000	59660000	1.7895279342691272e-12
chr2	60775000	60810000	chr2	60945000	61050000	4.945276767073998e-09
chr2	61970000	62015000	chr2	62145000	62440000	1.1028270622198215e-06
chr2	62440000	62485000	chr2	62710000	62845000	4.0181597796419816e-11
chr2	63680000	63715000	chr2	63800000	63915000	4.394187428673407e-15
chr2	64035000	64070000	chr2	64270000	64555000	4.7319647008705095e-11
chr2	64310000	64355000	chr2	64480000	64620000	5.326806426583586e-10
chr2	64630000	64665000	chr2	64760000	64870000	8.525146132662703e-06
chr2	64900000	64935000	chr2	64975000	65080000	6.478478778274096e-22
chr2	65250000	65285000	chr2	65515000	65605000	4.927543711622954e-09
chr2	67160000	67165000	chr2	67250000	67415000	2.631150180697993e-08
chr2	69705000	69740000	chr2	69810000	69910000	8.741498250935589e-12
chr2	69890000	69935000	chr2	70060000	70300000	2.2277658603339262e-42
chr2	72755000	72780000	chr2	72835000	72915000	1.5412771576015826e-08
chr2	72980000	73005000	chr2	73130000	73215000	1.1699039896306996e-05
chr2	73070000	73105000	chr2	73130000	73225000	5.465087640844387e-07
chr2	74240000	74275000	chr2	74310000	74430000	1.6655266269167584e-11
chr2	74685000	74740000	chr2	74795000	74935000	1.0994414712729407e-16
chr2	74905000	74940000	chr2	75000000	75185000	2.3913564274621804e-08
chr2	75450000	75485000	chr2	75565000	75650000	0.0009587847719607174
chr2	76110000	76115000	chr2	76495000	76585000	4.939950938173583e-07
chr2	76985000	77010000	chr2	77130000	77205000	1.6203742216914655e-13
chr2	77950000	77965000	chr2	78010000	78110000	2.058964085064244e-18
chr2	78610000	78625000	chr2	78665000	79105000	5.842529822757452e-16
chr2	78670000	78685000	chr2	78735000	79025000	1.1663450622155583e-56
chr2	81465000	81480000	chr2	81975000	82050000	0.03552646480237766
chr2	82735000	82740000	chr2	83395000	83480000	2.6944681756968324e-11
chr2	82905000	82930000	chr2	83000000	83230000	1.098563341363169e-23
chr2	83445000	83460000	chr2	83535000	83640000	0.0011743530309608213
chr2	84480000	84515000	chr2	84805000	84920000	4.271154967653836e-08
chr2	85050000	85085000	chr2	85230000	85320000	1.6106181728826568e-08
chr2	85410000	85445000	chr2	85490000	85585000	5.853292341789827e-11
chr2	85805000	85850000	chr2	86020000	86150000	1.0686632302175571e-17
chr2	86190000	86235000	chr2	86305000	86480000	2.073925455779617e-13
chr2	94565000	94610000	chr2	94860000	95080000	1.6500090589544044e-18
chr2	94875000	94890000	chr2	94935000	95135000	4.829952765684598e-06
chr2	95390000	95425000	chr2	95475000	95770000	9.378401942140563e-83
chr2	95995000	96050000	chr2	96095000	96390000	6.43748007958898e-73
chr2	96135000	96140000	chr2	96180000	96285000	7.16061394661836e-15
chr2	97785000	97820000	chr2	98120000	98230000	3.1888507202335927e-06
chr2	98390000	98425000	chr2	98525000	98655000	1.736045420260776e-18
chr2	98630000	98665000	chr2	98780000	98885000	5.0787474861434515e-08
chr2	99545000	99570000	chr2	100210000	100305000	2.9675353762837703e-07
chr2	101405000	101450000	chr2	101780000	101880000	0.00632817810302578
chr2	102010000	102035000	chr2	102180000	102275000	2.4855293197431485e-10
chr2	104030000	104045000	chr2	104335000	104440000	3.711952534030899e-05
chr2	105095000	105130000	chr2	105185000	105305000	1.9506436929366638e-13
chr2	106095000	106150000	chr2	106475000	106580000	9.898467452158181e-06
chr2	106895000	106920000	chr2	106965000	107155000	9.606897340462392e-16
chr2	107935000	107990000	chr2	108085000	108250000	1.7424500770655654e-07
chr2	108585000	108620000	chr2	108665000	108795000	9.781833106478113e-06
chr2	109110000	109155000	chr2	109425000	109550000	0.0009761211545551212
chr2	109520000	109575000	chr2	109620000	109765000	1.4569992502280236e-55
chr2	111240000	111255000	chr2	111620000	111700000	1.0490282958828589e-16
chr2	112250000	112285000	chr2	112430000	112520000	7.013885177169866e-06
chr2	112725000	112770000	chr2	112850000	113005000	2.193911665901145e-52
chr2	113235000	113270000	chr2	113335000	113440000	7.525433220586059e-08
chr2	113740000	113765000	chr2	113865000	113980000	2.1952255250680406e-10
chr2	114825000	114830000	chr2	114960000	115015000	0.03083269162394896
chr2	116865000	116920000	chr2	116970000	117450000	3.546379643208329e-25
chr2	117810000	117835000	chr2	117940000	118125000	3.603159712788515e-38
chr2	118210000	118225000	chr2	118825000	118890000	3.7845210770569317e-06
chr2	118860000	118915000	chr2	119220000	119360000	4.1212275996782094e-05
chr2	121515000	121560000	chr2	121635000	121760000	4.5268481099475913e-13
chr2	121965000	121990000	chr2	122420000	122845000	6.139547298536277e-10
chr2	122570000	122575000	chr2	123210000	123275000	0.00011921426293802862
chr2	123740000	123795000	chr2	123845000	123965000	3.5118400636544405e-05
chr2	129990000	130045000	chr2	130140000	130260000	3.1084915294406715e-06
chr2	130210000	130245000	chr2	131395000	131485000	1.2753838593128808e-05
chr2	131150000	131165000	chr2	131305000	131480000	3.68048274517731e-08
chr2	134105000	134140000	chr2	134185000	134460000	1.20570837258102e-16
chr2	134445000	134480000	chr2	134840000	134940000	2.818690005640712e-08
chr2	134975000	135030000	chr2	135670000	135815000	7.2275551289571e-08
chr2	135895000	135940000	chr2	136310000	136440000	5.814818053120276e-13
chr2	136115000	136150000	chr2	136305000	136405000	2.747054820649846e-08
chr2	140095000	140100000	chr2	140240000	140310000	1.7859493408680888e-09
chr2	140345000	140390000	chr2	140490000	140630000	0.02423545990764283
chr2	141295000	141330000	chr2	141560000	141670000	0.0039122838136678864
chr2	143095000	143130000	chr2	143185000	143305000	4.098613017308407e-17
chr2	149575000	149610000	chr2	151205000	151320000	2.3747201021339197e-08
chr2	149775000	149830000	chr2	149830000	150185000	1.6013428274903105e-05
chr2	151260000	151305000	chr2	151365000	151505000	1.8813138090725184e-13
chr2	152015000	152060000	chr2	152125000	152250000	0.0008750736621400039
chr2	152160000	152205000	chr2	152560000	152705000	8.248455327071714e-20
chr2	153290000	153295000	chr2	153360000	153490000	3.127491446110113e-09
chr2	154945000	154970000	chr2	155015000	155300000	6.7700537747607745e-15
chr2	156315000	156360000	chr2	156505000	156635000	1.8313192306870344e-16
chr2	157295000	157320000	chr2	157470000	157665000	1.245102180641346e-24
chr2	158875000	158920000	chr2	159095000	159225000	1.2231208755154118e-07
chr2	160095000	160140000	chr2	160185000	160280000	0.00019834837049528974
chr2	163020000	163035000	chr2	163080000	163145000	0.010023378642673848
chr2	163680000	163695000	chr2	163740000	164270000	3.6544595267628715e-29
chr2	164085000	164090000	chr2	164155000	164275000	3.8782091031157644e-11
chr2	166945000	166980000	chr2	167055000	167180000	2.2003867569396688e-07
chr2	167565000	167590000	chr2	167660000	167770000	0.003359860774707828
chr2	168325000	168370000	chr2	168645000	168820000	2.0093429698988963e-25
chr2	171140000	171185000	chr2	171305000	171425000	0.0006026350454030351
chr2	174455000	174470000	chr2	174515000	174715000	9.295613174644715e-16
chr2	174560000	174595000	chr2	174645000	174730000	8.578607549709686e-07
chr2	175025000	175050000	chr2	175200000	175320000	1.2981640651046697e-05
chr2	176110000	176165000	chr2	176550000	176690000	4.212096948125787e-11
chr2	177320000	177355000	chr2	177690000	177775000	0.00011264333448912646
chr2	178090000	178135000	chr2	178360000	178510000	0.00028075797794877927
chr2	179190000	179235000	chr2	179325000	179465000	6.09625411733696e-05
chr2	181095000	181110000	chr2	181425000	181510000	6.111098089034273e-11
chr2	181555000	181590000	chr2	181645000	181750000	1.2274338521939524e-07
chr2	183885000	183920000	chr2	183970000	184225000	2.322198318330156e-16
chr2	184440000	184455000	chr2	184540000	184615000	0.00512634048781866
chr2	185430000	185445000	chr2	185485000	185665000	2.590227154073557e-26
chr2	185495000	185500000	chr2	185615000	185750000	1.7942234723751912e-09
chr2	186480000	186515000	chr2	186605000	186725000	1.6460050614353094e-07
chr2	187295000	187300000	chr2	187380000	187570000	1.0581183961615725e-18
chr2	187505000	187510000	chr2	187550000	187940000	4.730905564001346e-15
chr2	188015000	188020000	chr2	188095000	188155000	1.204180947170002e-07
chr2	190065000	190100000	chr2	190280000	190410000	6.568645818865329e-11
chr2	191035000	191070000	chr2	191115000	191260000	8.0131446456608655e-16
chr2	191140000	191195000	chr2	191470000	191580000	0.0033068642763775234
chr2	191540000	191585000	chr2	191660000	191935000	2.0021019149542536e-53
chr2	192185000	192220000	chr2	192370000	192605000	2.371316043499369e-18
chr2	192510000	192525000	chr2	192595000	192685000	4.643539036547214e-05
chr2	193460000	193495000	chr2	193530000	193620000	1.9779000482014516e-10
chr2	193830000	193855000	chr2	194095000	194200000	9.30820575118447e-06
chr2	197100000	197125000	chr2	197320000	197410000	8.409934789585664e-10
chr2	197170000	197215000	chr2	197270000	197385000	2.1045236148888488e-11
chr2	199965000	199990000	chr2	200430000	200545000	4.494290288285719e-23
chr2	200885000	200920000	chr2	201110000	201255000	3.928225235814308e-19
chr2	202560000	202605000	chr2	202765000	202930000	1.1480036260728505e-17
chr2	203455000	203510000	chr2	203790000	203960000	4.5648766229041416e-07
chr2	205755000	205790000	chr2	205855000	205970000	4.977639599755825e-09
chr2	206785000	206820000	chr2	207425000	207525000	2.004082402533261e-05
chr2	207715000	207770000	chr2	207980000	208115000	2.3782253862584606e-06
chr2	209965000	209980000	chr2	210170000	210235000	4.3043853403308915e-13
chr2	210240000	210265000	chr2	210325000	210410000	0.0005583249667016806
chr2	210705000	210720000	chr2	210925000	211005000	0.007258888974835243
chr2	217770000	217805000	chr2	217925000	218120000	1.1369790493263544e-24
chr2	218270000	218325000	chr2	218340000	218490000	2.6408334257795555e-29
chr2	219145000	219190000	chr2	219230000	219365000	1.229768927523135e-12
chr2	219530000	219565000	chr2	219610000	219705000	7.824004345391814e-05
chr2	222050000	222075000	chr2	222545000	222640000	7.411774921931689e-05
chr2	222295000	222340000	chr2	222440000	222655000	2.276854783830382e-40
chr2	222685000	222730000	chr2	222810000	222970000	2.087063288851852e-25
chr2	224345000	224380000	chr2	224615000	224810000	4.1501974354624056e-08
chr2	225100000	225145000	chr2	225590000	225685000	0.0007294743182211811
